0 -3
1 -3
2 -3
3 -11
4 -40
5 23
6 -5
7 -37
8 -45
9 -23
10  3
11 35
12 33
13 52
14 58
15 41
16 19
17 -10
18 -33
19 -43
20 -23
21  1
22 13
23  8
24 -4
25  0
26  1
27  0
28  4
29  4
30  7
31  5
32 -11
33 -8
34 -14
35 -12
36 -8
37 -7
38 -4
39 -8
40 14
41 58
42 74
43 43
44 -8
45 -42
46 -59
47 -60
48 -26
49 12
