0  0
1  0
2  0
3 12
4 17
5 38
6 69
7 32
8  0
9 -39
10 -42
11 -25
12 -10
13 20
14 44
15 70
16 71
17 61
18 24
19 -15
20 -42
21 -67
22 -78
23 -50
24 -12
25  4
26 33
27 63
28 82
29 91
30 94
31 75
32 35
33 -16
34 -46
35 -67
36 -80
37 -84
38 -41
39 -9
40  0
41 -3
42 -5
43 -4
44 -2
45  0
46 -1
47 -5
48 -7
49 -4
